번호,사업자명,대표,업종,지역,유효기간 만료일,홈페이지
387,세영에스앤티(주),김미연,도매및소매업,경남 김해시,2017-04-23,
388,창명산업(주),윤재신,건설업,경남 진주시,2017-04-23,
389,(주)엔텍코아,안병주,제조업,대전 유성구,2017-04-23,
390,파워산전 주식회사,민현규,도매및소매업,경남 김해시,2017-04-23,
391,(주)거성플랜트,양용길,제조업,경남 김해시,2017-04-23,
392,주식회사 이신이엔지,오현일,제조업,경남 함안군,2017-04-23,
393,(주)명성이렉트릭,양희동,제조업,경남 김해시,2017-04-23,
394,(주)지앤에스코스메틱,김성애,도매및소매업,경기 고양시,2017-04-24,
395,(주)에버켐텍,이성민,제조업,경기 수원시,2017-04-24,
396,영동기업주식회사,한승훈,도소매업,경북 영천시,2017-04-24,
397,대동녹지건설(주),강완수,건설업,부산 연제구,2017-04-24,
398,JK금속(주),권성달,도매및소매업,부산 강서구,2017-04-24,
399,세신퀸센스주식회사,이민형,도매및소매업,경기 안양시,2017-04-24,
400,(주)호원스틸,이용하,도매및소매업,경기 성남시,2017-04-24,
401,(주)엘아이에스,임태원,제조업,경기 의왕시,2017-04-24,
402,(주)현준에프에이,안재현,도소매업,인천 서구,2017-04-24,
403,(주)원일산업,정종민,제조업,경기 남양주시,2017-04-24,
404,(주)맑은농산,김은식,제조업,경기 남양주시,2017-04-24,
405,(주)실리콘큐브,홍재화,제조업,경기 안양시,2017-04-24,
406,농업회사법인 콩마을(주),신혜남,도매및소매업,경기 광주시,2017-04-24,
407,국민서관(주),문상수,일반서비스업,경기 파주시,2017-04-24,
408,(주)알파메드,이인행,도소매업,경기 안양시,2017-04-24,
409,주식회사 영남약품,홍성대,도매및소매업,부산 금정구,2017-04-24,
410,실론,차진섭,제조업,경기 양주시,2017-04-24,
411,(주)현진유화,김명수.임양빈,도소매업,경기 성남시,2017-04-24,
412,(주)피시원,서규열,도매및소매업,경기 시흥시,2017-04-24,
413,성동스텐레스철강(주),김원연,도매및소매업,경기 시흥시,2017-04-24,
414,주식회사 대교테크,박홍덕,제조업,경기 광주시,2017-04-24,
415,(주)세인,김종복,제조업,경기 군포시,2017-04-24,
416,한독건설(주),권재현,건설업,경남 창원시,2017-04-24,
417,(주)에프지아이,최재완,사업서비스업,서울 구로구,2017-04-24,
418,한국자동차재활용(주),서성호,제조업,경기 고양시,2017-04-24,
419,성광스틸(주),박태욱,도매및소매업,경기 시흥시,2017-04-24,
420,(주)성림기업,양희숙,제조업,울산 북구,2017-04-24,
421,대림목재,박종숙 외 1명,제조업,경남 양산시,2017-04-24,
422,(주)생활낙원,김기석,제조업,충북 청주시,2017-04-24,
423,(주)케이피텍,백종두,제조업,경기 용인시,2017-04-24,
424,(주)기프트원,원용길,제조업,경기 시흥시,2017-04-24,
425,대륙식품 주식회사,신정석,제조업,전남 장흥군,2017-04-24,
426,(주)대원계전산업,정광자,제조업,제주 제주시,2017-04-24,
427,(주)다이얼커뮤니케이션즈,이승환,사업서비스업,서울 양천구,2017-04-24,
428,(주)동해,김재원,도매및소매업,강원 속초시,2017-04-25,
429,하이로닉,이진우,제조업,경기 용인시,2017-04-26,
430,오일장신문(주),고부남,일반서비스업,제주 제주시,2017-04-26,
431,주식회사청봉환경,김남식,일반서비스업,제주 제주시,2017-04-26,
432,(주)상진,이동욱,제조업,부산 기장군,2017-04-26,
433,아텍산업,한만수,도매및소매업,경기 안양시,2017-04-26,
434,(주)디케이지엔에스,이명수,제조업,인천 서구,2017-04-26,
435,(주)신세대푸드,김성태,제조업,경기 김포시,2017-04-26,
436,주식회사 인데코,박형섭,도매및소매업,경기 용인시,2017-04-26,
437,(주)우진지앤티,양철상,도소매업,경기 수원시,2017-04-26,
438,태림엔지니어링(주),정철,건설업,광주 북구,2017-04-26,
439,나은,하태봉,도매및소매업,전남 광양시,2017-04-26,
440,원일전선주식회사,이찬재,제조업,경기 화성시,2017-04-26,
441,삼화플러스(주),이상석,도소매업,경기 광주시,2017-04-26,
442,대성베르힐건설주식회사,김형철,건설업,전남 영광군,2017-04-26,
443,혜성씨앤씨(주),송영빈,제조업,전북 익산시,2017-04-26,
444,(주)엘플러스,공영호,제조업,광주 광산구,2017-04-26,
445,제일기업,김홍구,제조업,경기 화성시,2017-04-26,
446,엠큐로지스틱스(주),김이근,사업서비스업,경기 용인시,2017-04-26,
447,(주)금성칼라팩,김전홍,제조업,대구 달성군,2017-04-27,
448,(주)재경건설,노재철,건설업,충북 진천군,2017-04-27,
449,(주)인터블루에어엔씨,김병림,일반서비스업,서울 강서구,2017-04-27,
450,애드케이조경산업,이경범,제조업,인천 서구,2017-04-27,
451,(주)동우써키트,최재열,제조업,대구 달성군,2017-04-27,
452,(주)에이엔케이,안경숙,제조업,전북 김제시,2017-04-27,
453,순천당약업(주),김대기,도매및소매업,강원 강릉시,2017-04-27,
454,주식회사 한국하이맥스,채성석,제조업,충북 진천군,2017-04-27,
455,코리아엠테크,김행심,제조업,충남 당진군,2017-04-27,
456,(주)유성시에스,이은영,일반서비스업,서울 용산구,2017-04-27,
457,대상건설시스템(주),"홍재균, 임완순",사업서비스업,강원 평창군,2017-04-27,
458,(주)한미정공,이영희,제조업,경북 경주시,2017-04-27,
459,(주)새하정보시스템,이재현,일반서비스업,전남 나주시,2017-04-27,
460,(주)모닝에프에스,김인수,제조업,강원 원주시,2017-04-27,
461,엔엠텍코리아주식회사,박철기,제조업,경기 남양주시,2017-04-27,
462,주)미성메탈,한보영,제조업,충남 천안시,2017-04-27,
463,(주)남언,최갑열,건설업,대전 유성구,2017-04-27,
464,동광개발주식회사,강수현,기타,충북 괴산군,2017-04-27,
465,대용건설(주),"허재용,최봉권",건설업,대전 유성구,2017-04-27,
466,(주)서호메디코,이원목,도소매업,강원 강릉시,2017-04-27,
467,(주)서원건설산업,심재왕,제조업,전북 군산시,2017-04-27,
468,성화기술산업(주),라석호,제조업,서울 강서구,2017-04-27,
469,(주)다원아이디,정영준,건설업,대구시,2017-04-27,
470,주식회사부광트윈시스템,이성도,제조업,대구 동구,2017-04-27,
471,삼화케미칼산업,이덕우,제조업,대구 달성군,2017-04-27,
472,에디피엔(주),김현정,제조업,경기 파주시,2017-04-27,
473,(주)천일메탈,황인찬,제조업,경북 경주시,2017-04-27,
474,이룸스틸(주),추성호,도매및소매업,대전 대덕구,2017-04-27,
475,(주) 거림씨앤에프,송명섭,제조업,인천 부평구,2017-04-28,
476,주식회사 아키테리어 금빛가람,백영학,건설업,서울 강북구,2017-04-28,
477,에스지개발(주),윤석환,일반서비스업,인천 남동구,2017-04-28,
478,포맨해운항공,서봉진,사업서비스업,서울 성동구,2017-04-28,
479,(유)오성레미콘,최희웅,제조업,전남 무안군,2017-04-28,
480,주식회사 와이제이제로원,류상길,제조업,서울 성동구,2017-04-28,
481,(주)이노섬유,박계현,도매및소매업,서울 노원구,2017-04-28,
482,에스알(주),이상민,제조업,충북 청주시,2017-04-28,
483,(주)기정메디사이언스,이보훈,도매및소매업,서울 노원구,2017-04-28,
484,(주)동우밸브콘트롤,최성일,제조업,서울 금천구,2017-04-28,
485,범양금속공업(주),"신동훈, 신완",제조업,인천 남동구,2017-04-28,
486,(주)끄레델,박영배,도매및소매업,서울 송파구,2017-04-28,
487,(주)엘케이랩코리아,공민성,제조업,경기 남양주시,2017-04-28,
488,(주)옥선화섬,김몽영,도매및소매업,서울 강남구,2017-04-28,
489,반도기전(주),이석형,도매및소매업,부산 금정구,2017-04-28,
490,(주)제임스텍,박지홍,제조업,서울 금천구,2017-04-28,
491,(주)하나주방종합가구,이재용,제조업,충북 청주시,2017-04-28,
492,(주)버드켐,김형섭,도매및소매업,서울 서초구,2017-04-28,
493,(주)파이프앤튜브,이덕귀,도매및소매업,부산 강서구,2017-04-29,
494,경원공영(주),최상희,건설업,서울 송파구,2017-04-29,
495,(주)동진폴리머,김동배,도매및소매업,경남 김해시,2017-04-29,
496,김약품,이종훈,도소매업,제주 제주시,2017-04-29,
497,아론비행선박산업(주),조현욱,제조업,경남 사천시,2017-04-29,
498,(주)영일,권순석,제조업,경남 고성군,2017-04-29,
499,(주)신라인코리아,이종욱,제조업,서울 송파구,2017-04-29,
500,대신금속(주),박수현,제조업,경남 창원시,2017-04-29,
501,(주)광진기계,진용삼,제조업,경남 함안군,2017-04-29,
502,아라수산(주),김점배,기타,부산 중구,2017-04-29,
503,(유)웅밸브,박흥용,제조업,전북 전주시,2017-04-29,
504,(주)카이온인터네쇼날,엄일헌,도소매업,부산 동구,2017-04-29,
505,동양약품(주),정성천,도소매업,강원 원주시,2017-04-29,
506,도양기업(주),기민영,건설업,전남 나주시,2017-04-29,
507,(주)티에스이,차호철,제조업,부산 기장군,2017-04-29,
508,(주)티와이밸브,고강일,제조업,부산 사상구,2017-04-29,
509,주식회사 케이씨이피중공업,윤영곤,제조업,경남 함안군,2017-04-29,
510,미진건설주식회사,김종탁,건설업,부산 동구,2017-04-29,
511,금오영어조합법인,박래수,기타,전남 완도군,2017-04-29,
512,(주)동진어패럴,김정만,제조업,부산 남구,2017-04-29,
513,(주)대진지피아이,조문호,제조업,부산 기장군,2017-04-29,
514,(주)하하물산,권영국,도매및소매업,부산 사하구,2017-04-29,
515,(주)엠커뮤니케이션,장영훈,일반서비스업,전북 전주시,2017-04-29,
516,삼진지디에프(주),김희숙,도매및소매업,부산 해운대구,2017-04-29,
517,종로전기(주),박동천,건설업,부산 남구,2017-04-29,
518,나노정밀,정용우,제조업,경기 안산시,2017-04-30,
519,(주)효원상조,이선주,사업서비스업,서울 강동구,2017-04-30,
520,(주)동명산업,김영춘,제조업,경북 칠곡군,2017-04-30,
521,지엘루비콘(주),정길상,지식서비스,경기 안양시,2017-04-30,
522,(주)네이처닉,오대운,도매및소매업,경기 고양시,2017-04-30,
523,영남테크,최영상,제조업,경북 구미시,2017-04-30,
524,주식회사 경희케미칼,장경록,도매및소매업,서울 서초구,2017-04-30,
525,(주)토성에프시,이연희,도매및소매업,경기 과천시,2017-04-30,
526,다림건설(주),이계영,건설업,경기 성남시,2017-04-30,
527,목양화학(주),홍한화,도매및소매업,경기 성남시,2017-04-30,
528,(주)경림코퍼레이션,리우식,제조업,경기 평택시,2017-04-30,
529,(주)한양유화,양명헌,도매및소매업,경기 시흥시,2017-04-30,
530,(주)지.에스,김송열,도매및소매업,경기 화성시,2017-04-30,
531,유한회사 임곡철강,이관수,제조업,광주 광산구,2017-04-30,
532,상록환경(주),주홍수,건설업,경북 김천시,2017-04-30,
533,(주)신동양,정연우,제조업,경기 하남시,2017-04-30,
534,(주) 유일,박남근,도매및소매업,경기 평택시,2017-04-30,
535,(주)대창일렉컴,이영자,제조업,경기 이천시,2017-04-30,
536,(주)지오스틸,서원석,제조업,경기 평택시,2017-04-30,
537,(주)보광몰드,송장섭,제조업,경기 시흥시,2017-04-30,
538,(주)미래피엔티,김영기,제조업,경북 칠곡군,2017-04-30,
539,(주) 엠앤에스시스템,전 동 연,제조업,경기 김포시,2017-04-30,
540,(주)원학건설,강신쾌,건설업,경기 안산시,2017-04-30,
541,주식회사 이피텍,변용근,제조업,경기 부천시,2017-04-30,
542,(주)세영상사,오명환,도매및소매업,경기 부천시,2017-04-30,
543,(주)태진엔지니어링,이국재,제조업,경기 안성시,2017-04-30,
544,파인텍,강원일,제조업,경기 고양시,2017-04-30,
545,(주)굿모닝팜,이경남,도매및소매업,경기 수원시,2017-04-30,
546,민성정보기술(주),배성민,건설업,인천 부평구,2017-04-30,
547,(주)씨앤금호콜렉션,서정용,제조업,대구 동구,2017-04-30,
548,광민라이팅 주식회사,이현숙,제조업,인천 서구,2017-04-30,
549,(주)엔티코아,김영식,제조업,경북 칠곡군,2017-04-30,
550,(주)한일케미텍,정지용,제조업,경기 화성시,2017-04-30,
551,씨엔아이케이블(주),류인규,제조업,충북 충주시,2017-05-01,
552,(주)포에스텍,조희성,제조업,경남 함안군,2017-05-01,
553,(주)스포테크,장은영,건설업,경기 성남시,2017-05-02,
554,(주)아이에스오코리아,박필환,제조업,경기 안성시,2017-05-02,
555,(주)한국오도텍,신성섭,제조업,경기 파주시,2017-05-02,
556,주식회사켐피아,신용화,도소매업,경기 수원시,2017-05-02,
557,(주)터미넷,현기목,제조업,경기 안양시,2017-05-02,
558,월딘,최승용,제조업,경기 화성시,2017-05-02,
559,(주)한탑,엄한희,제조업,경기 평택시,2017-05-02,
560,(유)세진공영,노연택,제조업,전남 목포시,2017-05-03,
561,에이치에이엔테크(주),강상렬,제조업,경남 김해시,2017-05-03,
562,주식회사 씨에스스틸,이귀형,도매및소매업,서울 중구,2017-05-03,
563,(주)알파중공업,전유흥,제조업,전남 영암군,2017-05-03,
564,(주)케이에스아이엠,조준형,운수업,부산 해운대구,2017-05-03,
565,(주)인산엘에프엘,김태규,제조업,서울 광진구,2017-05-03,
566,주식회사 청우씨엠,김명선,도소매업,서울 강남구,2017-05-03,
567,(주)매트프라자,안동균,도소매업,서울 송파구,2017-05-03,
568,주식회사 두온,조기영,도매및소매업,광주 북구,2017-05-05,
569,(주)세인,김성철,제조업,강원 양양군,2017-05-05,
570,예지정밀,김정모,제조업,부산 사상구,2017-05-05,
571,주식회사 현진,박근식,제조업,대구 수성구,2017-05-05,
572,(주)성원정보기술,송성호,지식서비스,대구 달성군,2017-05-05,
573,(주)광주월드,임양진,기타,전남 담양군,2017-05-06,
574,은복프라임미트(주),남명철,도매및소매업,광주 북구,2017-05-06,
575,(주)이씨네식품,이광희,제조업,광주 광산구,2017-05-06,
576,두손산업주식회사,류정구,제조업,충남 아산시,2017-05-06,
577,(주)대구상회,양용석,제조업,대구 달서구,2017-05-07,
578,신성산업(주),김성태,제조업,경북 영천시,2017-05-07,
579,에프엔지에스,박찬,도매및소매업,서울 중랑구,2017-05-07,
580,(주)예스코리아,이성진,제조업,경북 상주시,2017-05-07,
581,(주)유투바이오,김진태,사업서비스업,서울 송파구,2017-05-07,
582,(주)에스엠인포메이션,"김유승, 이철환",기타,서울 성동구,2017-05-07,
583,(주) 일성산업,송철한,제조업,경북 성주군,2017-05-07,
584,오르트레이딩(주),이관훈,제조업,서울 중구,2017-05-07,
585,오승종이,"박지호,장옥희",제조업,부산 강서구,2017-05-07,
